Product,Quality,Form,Country / Region,Producer Scope,Price level (INCOTERMS),Quantity / Unit,Currency,Fairtrade minimum price,Fairtrade premium,Date of validity,Specific Product Standard,Product Specific Information
Cashew nut; raw,Organic,,Africa,SPO,EXW,1 kg,USD,0.63,0.07,15/01/2013,Nuts,kor 48 & 201-210 nut count/kg; refer to the explanation in the product standard
Cashew nut; raw,Organic,,Africa,SPO,EXW,1 kg,USD,see conditions below,0.07,15/01/2013,Nuts,nut count/kg?210-201 & kor ? 48; refer to the explanation in the product standard
Chestnut,Conventional,dried; semi-processed,Worldwide,SPO,EXW,1 kg,USD,Commercial price,15% of the commercial price,13/06/2017,Nuts,
Chestnut,Organic,dried; semi-processed,Worldwide,SPO,EXW,1 kg,USD,Commercial price,15% of the commercial price,13/06/2017,Nuts,
Hazelnut,Organic,dried kernel,Georgia,SPO,EXW,1 kg,USD,Commercial price,15% of the commercial price,8/9/2023,Nuts,
Macadamia Nut,Conventional,kernel,Worldwide,SPO,FOB,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Nuts,
Macadamia Nut,Organic,kernel,Worldwide,SPO,FOB,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Nuts,
Peanut,Conventional,,Worldwide,SPO,FOB,1 MT,USD,670,110,before 2004,Nuts,
Peanut,Organic,,Worldwide,SPO,FOB,1 MT,USD,820,110,before 2004,Nuts,
Walnut,Conventional,halves,South America,SPO,EXW,1 kg,EUR,7.94,1.22,1/12/2009,Nuts,
Walnut,Conventional,halves,South America,SPO,FOB,1 kg,EUR,8.11,1.22,1/12/2009,Nuts,
Walnut,Conventional,in pieces,South America,SPO,EXW,1 kg,EUR,4.96,0.76,1/12/2009,Nuts,
Walnut,Conventional,in pieces,South America,SPO,FOB,1 kg,EUR,5.07,0.76,1/12/2009,Nuts,
Walnut,Conventional,in shell,Central Asia,SPO,EXW,1 kg,USD,1.06,0.2,18/12/2012,Nuts,
Walnut,Conventional,in shell,South America,SPO,EXW,1 kg,EUR,3.24,0.51,1/12/2009,Nuts,
Walnut,Conventional,in shell,South America,SPO,FOB,1 kg,EUR,3.39,0.51,1/12/2009,Nuts,
Walnut,Conventional,Mixed halves; quarters and pieces; extra light,Central Asia,SPO,EXW,1 kg,USD,5.1,0.75,18/12/2012,Nuts,
Walnut,Conventional,Mixed halves; quarters and pieces; light,Central Asia,SPO,EXW,1 kg,USD,4.25,0.75,18/12/2012,Nuts,
Walnut,Conventional,quarters,South America,SPO,EXW,1 kg,EUR,6.73,1.03,1/12/2009,Nuts,
Walnut,Conventional,quarters,South America,SPO,FOB,1 kg,EUR,6.88,1.03,1/12/2009,Nuts,
Walnut,Organic,halves,South America,SPO,EXW,1 kg,EUR,9.13,1.22,1/12/2009,Nuts,
Walnut,Organic,halves,South America,SPO,FOB,1 kg,EUR,9.33,1.22,1/12/2009,Nuts,
Walnut,Organic,in pieces,South America,SPO,EXW,1 kg,EUR,5.7,0.76,1/12/2009,Nuts,
Walnut,Organic,in pieces,South America,SPO,FOB,1 kg,EUR,5.83,0.76,1/12/2009,Nuts,
Walnut,Organic,in shell,Central Asia,SPO,EXW,1 kg,USD,1.25,0.2,18/12/2012,Nuts,
Walnut,Organic,in shell,Pakistan,CP,EXW,1 kg,GBP,0.21,0.05,15/11/2007,Nuts,excluding transport to processing plant
Walnut,Organic,in shell,South America,SPO,EXW,1 kg,EUR,3.73,0.51,1/12/2009,Nuts,
Walnut,Organic,in shell,South America,SPO,FOB,1 kg,EUR,3.9,0.51,1/12/2009,Nuts,
Walnut,Organic,Mixed halves; quarters and pieces; extra light,Central Asia,SPO,EXW,1 kg,USD,6,0.75,18/12/2012,Nuts,
Walnut,Organic,Mixed halves; quarters and pieces; light,Central Asia,SPO,EXW,1 kg,USD,5,0.75,18/12/2012,Nuts,
Walnut,Organic,quarters,South America,SPO,EXW,1 kg,EUR,7.74,1.03,1/12/2009,Nuts,
Walnut,Organic,quarters,South America,SPO,FOB,1 kg,EUR,7.91,1.03,1/12/2009,Nuts,
Argan Oil,Conventional,,Worldwide,SPO,EXW,1 litres,EUR,Commercial price,15% of the commercial price,14/10/2022,Oilseeds and Oleaginous fruit,
Argan Oil,Organic,,Worldwide,SPO,EXW,1 litres,EUR,Commercial price,15% of the commercial price,14/10/2022,Oilseeds and Oleaginous fruit,
Coconut,Conventional,by-products,Worldwide (exc. Pacific),SPO / HL,EXW,,,Commercial price,15% of the commercial price,1/12/2009,Oilseeds and Oleaginous fruit,
Coconut,Conventional,for drying,Pacific,SPO,EXW,1 nut,USD,0.08,0.01,19/11/2012,Oilseeds and Oleaginous fruit,whole dry with shell;
Coconut,Conventional,for drying,Worldwide (exc. Pacific),SPO,EXW,1 nut,USD,0.14,0.02,9/5/2011,Oilseeds and Oleaginous fruit,whole dry with shell;
Coconut,Conventional,for processing,Pacific,SPO,EXW,1 nut,USD,0.08,0.01,19/11/2012,Oilseeds and Oleaginous fruit,whole brown nut;
Coconut,Conventional,for processing,Worldwide (exc. Pacific),SPO / HL,EXW,1 nut,USD,0.14,0.02,1/12/2009,Oilseeds and Oleaginous fruit,whole brown nut;
Coconut,Conventional,fresh,South-Eastern Asia,SPO / HL,EXW,,,Commercial price,15% of the Commercial price,13/04/2018,Oilseeds and Oleaginous fruit,whole dry with shell;
Coconut,Conventional,,South America,SPO / HL,EXW,1 MT,USD,357,30,9/5/2011,Oilseeds and Oleaginous fruit,whole dry with shell;
Coconut,Conventional,,South America,SPO / HL,FOB,1 MT,USD,428,30,9/5/2011,Oilseeds and Oleaginous fruit,whole dry with shell;
Coconut,Conventional,,Southern Asia,SPO / HL,EXW,1 nut,,Commercial price,15% of the commercial price,13/07/2015,Oilseeds and Oleaginous fruit,whole dry with shell;
Coconut,Conventional,,Western Africa,SPO / HL,EXW,1 MT,USD,314,30,9/5/2011,Oilseeds and Oleaginous fruit,whole dry with shell;
Coconut,Conventional,,Western Africa,SPO / HL,FOB,1 MT,USD,377,30,9/5/2011,Oilseeds and Oleaginous fruit,whole dry with shell;
Coconut,Conventional,,Windward Islands,SPO / HL,EXW,1000 nut,USD,112,11,1/10/2004,Oilseeds and Oleaginous fruit,whole fresh;
Coconut,Organic,for drying,Pacific,SPO,EXW,1 nut,USD,0.09,0.01,19/11/2012,Oilseeds and Oleaginous fruit,whole dry with shell;
Coconut,Organic,for drying,Worldwide (exc. Pacific),SPO,EXW,1 nut,USD,0.15,0.02,9/5/2011,Oilseeds and Oleaginous fruit,whole dry with shell;
Coconut,Organic,for processing,Pacific,SPO,EXW,1 nut,USD,0.09,0.01,19/11/2012,Oilseeds and Oleaginous fruit,whole brown nut;
Coconut,Organic,for processing,Worldwide (exc. Pacific),SPO / HL,EXW,1 nut,USD,0.15,0.02,1/12/2009,Oilseeds and Oleaginous fruit,whole brown nut;
Coconut,Organic,fresh,South-Eastern Asia,SPO / HL,EXW,,,Commercial price,15% of the Commercial price,13/04/2018,Oilseeds and Oleaginous fruit,whole dry with shell;
Coconut,Organic,,South America,SPO / HL,EXW,1 MT,USD,392,30,9/5/2011,Oilseeds and Oleaginous fruit,whole dry with shell;
Coconut,Organic,,South America,SPO / HL,FOB,1 MT,USD,471,30,9/5/2011,Oilseeds and Oleaginous fruit,whole dry with shell;
Coconut,Organic,,Southern Asia,SPO / HL,EXW,1 nut,,Commercial price,15% of the commercial price,13/07/2015,Oilseeds and Oleaginous fruit,whole dry with shell;
Coconut,Organic,,Western Africa,SPO / HL,EXW,1 MT,USD,345,30,9/5/2011,Oilseeds and Oleaginous fruit,whole dry with shell;
Coconut,Organic,,Western Africa,SPO / HL,FOB,1 MT,USD,414,30,9/5/2011,Oilseeds and Oleaginous fruit,whole dry with shell;
Flaxseed,Conventional,,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,26/09/2018,Oilseeds and Oleaginous fruit,
Flaxseed,Organic,,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,26/09/2018,Oilseeds and Oleaginous fruit,
Mahua seed,Conventional,,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,16/07/2019,Oilseeds and Oleaginous fruit,
Mahua seed,Organic,,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,16/07/2019,Oilseeds and Oleaginous fruit,
Mango Seed Kernel,Conventional,,Worldwide,SPO / HL,EXW,,,Commercial price,15% of the commercial price,17/12/2020,Oilseeds and Oleaginous fruit,
Mango Seed Kernel,Organic,,Worldwide,SPO / HL,EXW,,,Commercial price,15% of the commercial price,17/12/2020,Oilseeds and Oleaginous fruit,
Olive,Conventional,,Worldwide,SPO / HL,EXW,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Oilseeds and Oleaginous fruit,
Olive,Organic,,Worldwide,SPO / HL,EXW,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Oilseeds and Oleaginous fruit,
Olive Oil,Conventional,extra virgin,Northern Africa,SPO,EXW,1 kg,EUR,market price,0.4,27/05/2014,Oilseeds and Oleaginous fruit,
Olive Oil,Conventional,extra virgin,South America,SPO,EXW,1 kg,EUR,market price,15% of the market price,4/6/2014,Oilseeds and Oleaginous fruit,
Olive Oil,Conventional,extra virgin,Western Asia and Middle East,SPO,EXW,1 kg,EUR,3.3,0.4,4/11/2008,Oilseeds and Oleaginous fruit,
Olive Oil,Conventional,virgin,Northern Africa,SPO,EXW,1 kg,EUR,market price,0.4,27/05/2014,Oilseeds and Oleaginous fruit,
Olive Oil,Conventional,virgin,South America,SPO,EXW,1 kg,EUR,market price,15% of the market price,4/6/2014,Oilseeds and Oleaginous fruit,
Olive Oil,Conventional,virgin,Western Asia and Middle East,SPO,EXW,1 kg,EUR,2.9,0.4,4/11/2008,Oilseeds and Oleaginous fruit,
Olive Oil,Organic,extra virgin,Northern Africa,SPO,EXW,1 kg,EUR,market price,0.5,27/05/2014,Oilseeds and Oleaginous fruit,
Olive Oil,Organic,extra virgin,South America,SPO,EXW,1 kg,EUR,market price,15% of the market price,4/6/2014,Oilseeds and Oleaginous fruit,
Olive Oil,Organic,extra virgin,Western Asia and Middle East,SPO,EXW,1 kg,EUR,3.8,0.5,4/11/2008,Oilseeds and Oleaginous fruit,
Olive Oil,Organic,virgin,Northern Africa,SPO,EXW,1 kg,EUR,market price,0.5,27/05/2014,Oilseeds and Oleaginous fruit,
Olive Oil,Organic,virgin,South America,SPO,EXW,1 kg,EUR,market price,15% of the market price,4/6/2014,Oilseeds and Oleaginous fruit,
Olive Oil,Organic,virgin,Western Asia and Middle East,SPO,EXW,1 kg,EUR,3.3,0.5,4/11/2008,Oilseeds and Oleaginous fruit,
Sal seed,Conventional,,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,16/07/2019,Oilseeds and Oleaginous fruit,
Sal seed,Organic,,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,16/07/2019,Oilseeds and Oleaginous fruit,
Sesame Seed,Conventional,,Worldwide,SPO,FOB,1 MT,USD,1190,220,before 2004,Oilseeds and Oleaginous fruit,
Sesame Seed,Organic,,Worldwide,SPO,FOB,1 MT,USD,1300,220,before 2004,Oilseeds and Oleaginous fruit,
Shea Butter,Conventional,,Eastern and Western Africa,SPO,EXW,1 MT,EUR,2440,185,31/05/2010,Oilseeds and Oleaginous fruit,
Shea Butter,Conventional,,Eastern and Western Africa,SPO,FOB,1 MT,EUR,2640,185,31/05/2010,Oilseeds and Oleaginous fruit,
Shea Butter,Organic,,Eastern and Western Africa,SPO,EXW,1 MT,EUR,3000,185,31/05/2010,Oilseeds and Oleaginous fruit,
Soybean,Conventional,,Worldwide,SPO,EXW,1 MT,USD,355,35,5/12/2008,Oilseeds and Oleaginous fruit,
Soybean,Organic,,Worldwide,SPO,EXW,1 MT,USD,510,50,5/12/2008,Oilseeds and Oleaginous fruit,
Acai,Conventional,pulp,Worldwide,SPO / HL,EXW,,,Commercial price,15% of the commercial price,8/8/2013,Prepared and Preserved Fruit & Vegetables,
Acai,Organic,pulp,Worldwide,SPO / HL,EXW,,,Commercial price,15% of the commercial price,8/8/2013,Prepared and Preserved Fruit & Vegetables,
Apple,Conventional,Concentrate juice,South Africa,SPO / HL,FOB,1 MT,USD,960,96,28/04/2004,Prepared and Preserved Fruit & Vegetables,
Apricot,Conventional,dried,Pakistan,CP,EXW,1 kg,GBP,0.19,0.05,15/11/2007,Prepared and Preserved Fruit & Vegetables,wild; excluding transport to processing plant
Apricot,Conventional,dried,Pakistan,CP,EXW,1 kg,GBP,0.29,0.07,before 2004,Prepared and Preserved Fruit & Vegetables,excluding transport to processing plant
Apricot,Organic,dried,Pakistan,CP,EXW,1 kg,GBP,0.31,0.07,15/11/2007,Prepared and Preserved Fruit & Vegetables,excluding transport to processing plant
Araza,Organic,pulp,Costa Rica,SPO / HL,FOB,1 kg,USD,1.61,0.32,12/7/2006,Prepared and Preserved Fruit & Vegetables,
Banana,Organic,dried,Worldwide,SPO / HL,FOB,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Prepared and Preserved Fruit & Vegetables,
Carambola (Starfruit),Conventional,pulp,Worldwide,SPO / HL,FOB,1 kg,,Commercial price,15% of the commercial price,11/4/2013,Prepared and Preserved Fruit & Vegetables,
Carambola (Starfruit),Organic,pulp,Worldwide,SPO / HL,FOB,1 kg,,Commercial price,15% of the commercial price,11/4/2013,Prepared and Preserved Fruit & Vegetables,
Cherry,Conventional,dried,Pakistan,CP,EXW,1 kg,GBP,Commercial price,0.66,1/2/2011,Prepared and Preserved Fruit & Vegetables,already certified operators
Cherry,Conventional,dried,Worldwide,SPO,EXW,1 kg,USD,Commercial price,1.04,1/2/2011,Prepared and Preserved Fruit & Vegetables,
Cherry,Organic,dried,Pakistan,CP,EXW,1 kg,GBP,Commercial price,0.66,1/2/2011,Prepared and Preserved Fruit & Vegetables,already certified operators
Cherry,Organic,dried,Worldwide,SPO,EXW,1 kg,USD,Commercial price,1.04,1/2/2011,Prepared and Preserved Fruit & Vegetables,
Grapefruit,Conventional,Concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,1200,100,before 2004,Prepared and Preserved Fruit & Vegetables,
Grapefruit,Organic,Concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,1500,100,before 2004,Prepared and Preserved Fruit & Vegetables,
Guava,Conventional,Concentrate,Worldwide,SPO / HL,FOB,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Prepared and Preserved Fruit & Vegetables,
Guava,Conventional,pulp not from concentrate,Worldwide,SPO / HL,FOB,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Prepared and Preserved Fruit & Vegetables,
Guava,Organic,Concentrate,Worldwide,SPO / HL,FOB,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Prepared and Preserved Fruit & Vegetables,
Guava,Organic,pulp not from concentrate,Worldwide,SPO / HL,FOB,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Prepared and Preserved Fruit & Vegetables,
Lemon,Conventional,Concentrate juice,Worldwide,SPO / HL,FOB,1 MT,,Commercial price,15% of the commercial price,19/12/2013,Prepared and Preserved Fruit & Vegetables,
Lemon,Conventional,Not from concentrate juice,Worldwide,SPO / HL,FOB,1 MT,,Commercial price,15% of the commercial price,19/12/2013,Prepared and Preserved Fruit & Vegetables,
Lemon,Organic,Concentrate juice,Worldwide,SPO / HL,FOB,1 MT,,Commercial price,15% of the commercial price,19/12/2013,Prepared and Preserved Fruit & Vegetables,
Lemon,Organic,Not from concentrate juice,Worldwide,SPO / HL,FOB,1 MT,,Commercial price,15% of the commercial price,19/12/2013,Prepared and Preserved Fruit & Vegetables,
Lime,Conventional,Not from concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,670,80,1/1/2021,Prepared and Preserved Fruit & Vegetables,
Lime,Organic,Not from concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,760,80,1/1/2021,Prepared and Preserved Fruit & Vegetables,
Lychee,Conventional,pulp,Eastern Africa and Madagascar,SPO / HL,FOB,1 kg,USD,Commercial price,6% of the commercial price,19/09/2011,Prepared and Preserved Fruit & Vegetables,
Mandarin,Conventional,Concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,1955,160,4/12/2008,Prepared and Preserved Fruit & Vegetables,
Mandarin,Conventional,Not from concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,690,70,4/12/2008,Prepared and Preserved Fruit & Vegetables,
Mandarin,Organic,Concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,2875,190,4/12/2008,Prepared and Preserved Fruit & Vegetables,
Mandarin,Organic,Not from concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,1035,100,4/12/2008,Prepared and Preserved Fruit & Vegetables,
Mango,Conventional,pulp,Southern Asia,SPO / HL,FOB,1 kg,USD,0.6,0.06,1/1/2020,Prepared and Preserved Fruit & Vegetables,
Mango,Conventional,pulp,worldwide (exc. countries/regions with specific prices),SPO / HL,FOB,1 kg,USD,0.7,0.06,1/1/2020,Prepared and Preserved Fruit & Vegetables,
Mango,Conventional,pulp; Alphonso,Southern Asia,SPO / HL,FOB,1 kg,USD,0.965,0.12,1/1/2020,Prepared and Preserved Fruit & Vegetables,Alphonso;
Mango,Conventional,pulp; Kesar,Southern Asia,SPO / HL,FOB,1 kg,USD,0.76,0.095,1/1/2020,Prepared and Preserved Fruit & Vegetables,Kesar;
Mango,Organic,pulp,Southern Asia,SPO / HL,FOB,1 kg,USD,0.65,0.06,1/1/2020,Prepared and Preserved Fruit & Vegetables,
Mango,Organic,pulp,worldwide (exc. countries/regions with specific prices),SPO / HL,FOB,1 kg,USD,0.75,0.06,1/1/2020,Prepared and Preserved Fruit & Vegetables,
Mango,Organic,pulp; Alphonso,Southern Asia,SPO / HL,FOB,1 kg,USD,1.215,0.12,1/1/2020,Prepared and Preserved Fruit & Vegetables,Alphonso;
Mango,Organic,pulp; Kesar,Southern Asia,SPO / HL,FOB,1 kg,USD,0.955,0.095,1/1/2020,Prepared and Preserved Fruit & Vegetables,Kesar;
Orange Juice,Conventional,Frozen concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,2300,250,7/1/2019,Prepared and Preserved Fruit & Vegetables,
Orange Juice,Conventional,Not from concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,650,60,7/1/2019,Prepared and Preserved Fruit & Vegetables,
Orange Juice,Organic,Frozen concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,3250,350,7/1/2019,Prepared and Preserved Fruit & Vegetables,
Orange Juice,Organic,Not from concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,970,90,7/1/2019,Prepared and Preserved Fruit & Vegetables,
Papaya,Conventional,dried,Eastern Africa,SPO,EXW,1 MT,USD,1886,300,17/12/2012,Prepared and Preserved Fruit & Vegetables,
Papaya,Organic,dried,Eastern Africa,SPO,EXW,1 MT,USD,2095,300,17/12/2012,Prepared and Preserved Fruit & Vegetables,
Passion Fruit,Conventional,Concentrate juice,Eastern Africa,SPO / HL,FOB,1 MT,USD,4365,480,22/04/2013,Prepared and Preserved Fruit & Vegetables,
Passion Fruit,Conventional,Concentrate juice,South America,SPO / HL,FOB,1 MT,USD,4800,480,30/04/2010,Prepared and Preserved Fruit & Vegetables,
Passion Fruit,Conventional,Not from concentrate juice,Eastern Africa,SPO / HL,FOB,1 MT,USD,1335,150,22/04/2013,Prepared and Preserved Fruit & Vegetables,
Passion Fruit,Conventional,Not from concentrate juice,South America,SPO / HL,FOB,1 MT,USD,1700,170,30/04/2010,Prepared and Preserved Fruit & Vegetables,
Passion Fruit,Organic,Concentrate juice,South America,SPO / HL,FOB,1 MT,USD,5200,520,30/04/2010,Prepared and Preserved Fruit & Vegetables,pre-processing;
Passion Fruit,Organic,Concentrate juice,Eastern Africa,SPO / HL,FOB,1 MT,USD,4800,530,22/04/2013,Prepared and Preserved Fruit & Vegetables,
Passion Fruit,Organic,Not from concentrate juice,Eastern Africa,SPO / HL,FOB,1 MT,USD,1470,165,22/04/2013,Prepared and Preserved Fruit & Vegetables,
Passion Fruit,Organic,Not from concentrate juice,South America,SPO / HL,FOB,1 MT,USD,1850,185,30/04/2010,Prepared and Preserved Fruit & Vegetables,
Persimmon,Conventional,dried,Pakistan,CP,EXW,,,Commercial price,15% of the commercial price,6/9/2017,Prepared and Preserved Fruit & Vegetables,
Persimmon,Organic,dried,Pakistan,CP,EXW,,,Commercial price,15% of the commercial price,6/9/2017,Prepared and Preserved Fruit & Vegetables,
Pineapple,Conventional,Concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,1600,160,12/3/2007,Prepared and Preserved Fruit & Vegetables,
Pineapple,Conventional,Not from concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,550,50,before 2004,Prepared and Preserved Fruit & Vegetables,
Pineapple,Organic,Concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,1950,195,12/3/2007,Prepared and Preserved Fruit & Vegetables,
Pineapple,Organic,dried,Togo,SPO,FOB,1 kg,EUR,8.4,0.6,23/06/2004,Prepared and Preserved Fruit & Vegetables,
Pineapple,Organic,Not from concentrate juice,Worldwide,SPO / HL,FOB,1 MT,USD,650,60,18/12/2009,Prepared and Preserved Fruit & Vegetables,
Plum,Conventional,dried,South Africa,SPO / HL,EXW,1 Kg,,Commercial price,15% of the commercial price,24/06/2013,Prepared and Preserved Fruit & Vegetables,
Plum,Conventional,dried,Worldwide,SPO,EXW,1 Kg,,Commercial price,15% of the commercial price,24/06/2013,Prepared and Preserved Fruit & Vegetables,
Plum,Organic,dried,South Africa,SPO / HL,EXW,1 Kg,,Commercial price,15% of the commercial price,24/06/2013,Prepared and Preserved Fruit & Vegetables,
Plum,Organic,dried,Worldwide,SPO,EXW,1 Kg,,Commercial price,15% of the commercial price,24/06/2013,Prepared and Preserved Fruit & Vegetables,
Raisin,Conventional,dried,South Africa,SPO,EXW,1 kg,ZAR,10.01,1.82,16/11/2011,Prepared and Preserved Fruit & Vegetables,pre-processing; delivered to local warehouse of processor
Raisin,Conventional,dried,South Africa,SPO,FOB,1 kg,ZAR,14.79,1.82,16/11/2011,Prepared and Preserved Fruit & Vegetables,processed; removal of stalk; oil coating; grading; and packaging
Raisin,Conventional,dried,Central Asia,SPO,EXW,1 Kg,USD,1.67,0.26,11/10/2012,Prepared and Preserved Fruit & Vegetables,
Raisin,Conventional,,South America,SPO,EXW,1 kg,USD,1.85,0.26,6/7/2009,Prepared and Preserved Fruit & Vegetables,
Raisin,Conventional,,South America,SPO,FOB,1 kg,USD,2,0.26,6/7/2009,Prepared and Preserved Fruit & Vegetables,
Raisin,Conventional,,Southern Asia,SPO,EXW,1 kg,USD,1.67,0.26,6/7/2009,Prepared and Preserved Fruit & Vegetables,
Raisin,Conventional,,Southern Asia,SPO,FOB,1 kg,USD,1.9,0.26,6/7/2009,Prepared and Preserved Fruit & Vegetables,
Raisin,Organic,dried,Central Asia,SPO,EXW,1 Kg,USD,2,0.26,11/10/2012,Prepared and Preserved Fruit & Vegetables,
Raisin,Organic,,South America,SPO,EXW,1 kg,USD,2.22,0.26,6/7/2009,Prepared and Preserved Fruit & Vegetables,
Raisin,Organic,,South America,SPO,FOB,1 kg,USD,2.4,0.26,6/7/2009,Prepared and Preserved Fruit & Vegetables,
Raisin,Organic,,Southern Asia,SPO,EXW,1 kg,USD,2,0.26,6/7/2009,Prepared and Preserved Fruit & Vegetables,
Raisin,Organic,,Southern Asia,SPO,FOB,1 kg,USD,2.28,0.26,6/7/2009,Prepared and Preserved Fruit & Vegetables,
Tomato,Conventional,dried,Burkina Faso,SPO,FOB,1 kg,USD,8.12,0.81,before 2004,Prepared and Preserved Fruit & Vegetables,
Sports balls,Conventional,,Worldwide,HL,FOB,,,Commercial price,10% of the commercial price,1/1/2004,Sports balls,
Camellia,Conventional,,Worldwide,SPO / HL,,1 kg,,Commercial price,15% of the commercial price,21/12/2020,Tea,Instant tea; instant tea processed from made tea from Fairtrade certified producers
Camellia,Conventional,,Africa (exc. Eastern Africa and Malawi),SPO / HL,Auction,1 kg,USD,1.2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Africa (exc. Eastern Africa and Malawi),SPO / HL,FOB,1 kg,USD,1.2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Asia (exc. China; India; Sri Lanka),SPO / HL,Auction,1 kg,USD,1.4,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Asia (exc. China; India; Sri Lanka),SPO / HL,FOB,1 kg,USD,1.4,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,China,SPO,Auction,1 kg,USD,1.2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,China,SPO,FOB,1 kg,USD,1.2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Eastern Africa (exc. Kenya; Uganda; Tanzania and Rwanda),SPO / HL,Auction,1 kg,USD,1.4,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Eastern Africa (exc. Kenya; Uganda; Tanzania and Rwanda),SPO / HL,FOB,1 kg,USD,1.5,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,India - Darjeeling,SPO / HL,Auction,1 kg,USD,Commercial price,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,India - Darjeeling,SPO / HL,FOB,1 kg,USD,Commercial price,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,India - Nilgiri,SPO / HL,Auction,1 kg,USD,2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,India - Nilgiri,SPO / HL,FOB,1 kg,USD,2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Kenya,SPO / HL,Auction,1 kg,USD,1.7,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Kenya,SPO / HL,FOB,1 kg,USD,1.8,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Malawi,SPO / HL,Auction,1 kg,USD,1.1,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Malawi,SPO / HL,FOB,1 kg,USD,1.4,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,"North India; Assam, West Bengal, Tripura, Bihar, Uttaranchal, HimachalPradesh, Manipur, Sikkim, Arunachal Pradesh, Nagaland, Meghalaya, Mizoram, Orissa states (excl. Darjeeling)",SPO / HL,Auction,1 kg,USD,2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,"North India; Assam, West Bengal, Tripura, Bihar, Uttaranchal, HimachalPradesh, Manipur, Sikkim, Arunachal Pradesh, Nagaland, Meghalaya, Mizoram, Orissa states (excl. Darjeeling)",SPO / HL,FOB,1 kg,USD,2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Rwanda,SPO / HL,Auction,1 kg,USD,2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Rwanda,SPO / HL,FOB,1 kg,USD,2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,South America,SPO / HL,Auction,1 kg,USD,1.2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
