Product,Quality,Form,Country / Region,Producer Scope,Price level (INCOTERMS),Quantity / Unit,Currency,Fairtrade minimum price,Fairtrade premium,Date of validity,Specific Product Standard,Product Specific Information
Camellia,Conventional,,South America,SPO / HL,FOB,1 kg,USD,1.2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,"South India; Kerala, Tamil Nadu, Karnataka states (exc. Nilgiri)",SPO / HL,Auction,1 kg,USD,1.6,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,"South India; Kerala, Tamil Nadu, Karnataka states (exc. Nilgiri)",SPO / HL,FOB,1 kg,USD,1.6,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Sri Lanka,SPO / HL,Auction,1 kg,USD,2.4,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Sri Lanka,SPO / HL,FOB,1 kg,USD,2.4,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Tanzania,SPO / HL,Auction,1 kg,USD,1.5,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Tanzania,SPO / HL,FOB,1 kg,USD,1.6,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Uganda,SPO / HL,Auction,1 kg,USD,1.7,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Uganda,SPO / HL,FOB,1 kg,USD,1.8,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Conventional,,Worldwide,SPO / HL,,1 kg,USD,Commercial price,1.1,21/12/2020,Tea,All teas using orthodox method except fannings and dust
Camellia,Organic,,Worldwide,SPO / HL,,1 kg,,Commercial price,10% of the commercial price,21/12/2020,Tea,Instant tea; instant tea processed from made tea from Fairtrade certified producers
Camellia,Organic,,Africa (exc. Eastern Africa and Malawi),SPO / HL,Auction,1 kg,USD,1.4,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Africa (exc. Eastern Africa and Malawi),SPO / HL,FOB,1 kg,USD,1.4,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Asia (exc. China; India; Sri Lanka),SPO / HL,Auction,1 kg,USD,1.6,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Asia (exc. China; India; Sri Lanka),SPO / HL,FOB,1 kg,USD,1.6,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,China,SPO,Auction,1 kg,USD,1.4,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,China,SPO,FOB,1 kg,USD,1.4,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Eastern Africa (exc. Kenya; Uganda; Tanzania and Rwanda),SPO / HL,Auction,1 kg,USD,1.6,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Eastern Africa (exc. Kenya; Uganda; Tanzania and Rwanda),SPO / HL,FOB,1 kg,USD,1.7,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,India - Darjeeling,SPO / HL,Auction,1 kg,USD,Commercial price,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,India - Darjeeling,SPO / HL,FOB,1 kg,USD,Commercial price,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,India - Nilgiri,SPO / HL,Auction,1 kg,USD,2.2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,India - Nilgiri,SPO / HL,FOB,1 kg,USD,2.2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Kenya,SPO / HL,Auction,1 kg,USD,1.9,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Kenya,SPO / HL,FOB,1 kg,USD,2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Malawi,SPO / HL,Auction,1 kg,USD,1.3,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Malawi,SPO / HL,FOB,1 kg,USD,1.6,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,"North India; Assam, West Bengal, Tripura, Bihar, Uttaranchal, HimachalPradesh, Manipur, Sikkim, Arunachal Pradesh, Nagaland, Meghalaya, Mizoram, Orissa states (excl. Darjeeling)",SPO / HL,Auction,1 kg,USD,2.2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,"North India; Assam, West Bengal, Tripura, Bihar, Uttaranchal, HimachalPradesh, Manipur, Sikkim, Arunachal Pradesh, Nagaland, Meghalaya, Mizoram, Orissa states (excl. Darjeeling)",SPO / HL,FOB,1 kg,USD,2.2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Rwanda,SPO / HL,Auction,1 kg,USD,2.2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Rwanda,SPO / HL,FOB,1 kg,USD,2.2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,South America,SPO / HL,Auction,1 kg,USD,1.4,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,South America,SPO / HL,FOB,1 kg,USD,1.4,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,"South India; Kerala, Tamil Nadu, Karnataka states (exc. Nilgiri)",SPO / HL,Auction,1 kg,USD,1.8,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,"South India; Kerala, Tamil Nadu, Karnataka states (exc. Nilgiri)",SPO / HL,FOB,1 kg,USD,1.8,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Sri Lanka,SPO / HL,Auction,1 kg,USD,2.6,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Sri Lanka,SPO / HL,FOB,1 kg,USD,2.6,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Tanzania,SPO / HL,Auction,1 kg,USD,1.7,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Tanzania,SPO / HL,FOB,1 kg,USD,1.8,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Uganda,SPO / HL,Auction,1 kg,USD,1.9,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Uganda,SPO / HL,FOB,1 kg,USD,2,0.5,21/12/2020,Tea,All teas using CTC method; Fannings and Dust using orthodox method
Camellia,Organic,,Worldwide,SPO / HL,,1 kg,USD,Commercial price,1.1,21/12/2020,Tea,All teas using orthodox method except fannings and dust
Artichoke,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Artichoke,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,2/6/2013,Vegetables,
Artichoke,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Artichoke,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,2/6/2013,Vegetables,
Asparagus,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Asparagus,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Asparagus,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Asparagus,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Baby corn,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Baby corn,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,2/6/2013,Vegetables,
Baby corn,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Baby corn,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,2/6/2013,Vegetables,
Beet,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Beet,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Beet,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Beet,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Broccoli,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Broccoli,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Broccoli,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Broccoli,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Brussel sprouts,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Brussel sprouts,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Brussel sprouts,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Brussel sprouts,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Cabbage (any edible Brassica known as Cabbage),Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Cabbage (any edible Brassica known as Cabbage),Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Cabbage (any edible Brassica known as Cabbage),Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Cabbage (any edible Brassica known as Cabbage),Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Carrot,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Carrot,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Carrot,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Carrot,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Cassava; manioc root; tapioca root,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,7/4/2014,Vegetables,
Cassava; manioc root; tapioca root,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,7/4/2014,Vegetables,
Cassava; manioc root; tapioca root,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,7/4/2014,Vegetables,
Cassava; manioc root; tapioca root,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,7/4/2014,Vegetables,
Cauliflower,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Cauliflower,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Cauliflower,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Cauliflower,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Celery,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Celery,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Celery,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Celery,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Chard,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Chard,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Chard,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Chard,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Cucumber,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Cucumber,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Cucumber,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Cucumber,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Eggplant,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Eggplant,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Eggplant,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Eggplant,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Elephant garlic,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,21/11/2018,Vegetables,
Elephant garlic,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,21/11/2018,Vegetables,
Elephant garlic,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,21/11/2018,Vegetables,
Elephant garlic,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,21/11/2018,Vegetables,
Garlic,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Garlic,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,15/01/2013,Vegetables,
Garlic,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Garlic,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,15/01/2013,Vegetables,
Gherkin,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Gherkin,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Gherkin,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Gherkin,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Green beans (any edible Phaseolus; Vigna; Lablab),Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Green beans (any edible Phaseolus; Vigna; Lablab),Conventional,fresh,Guatemala,SPO,EXW,1 kg,USD,1.31,0.1,15/07/2010,Vegetables,
Green beans (any edible Phaseolus; Vigna; Lablab),Conventional,fresh,Guatemala,SPO,FOB,1 kg,USD,2.43,0.1,15/07/2010,Vegetables,
Green beans (any edible Phaseolus; Vigna; Lablab),Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Green beans (any edible Phaseolus; Vigna; Lablab),Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Green beans (any edible Phaseolus; Vigna; Lablab),Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Green peas (any edible Pisum),Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Green peas (any edible Pisum),Conventional,fresh,Guatemala,SPO,EXW,1 kg,USD,1.36,0.1,15/07/2010,Vegetables,
Green peas (any edible Pisum),Conventional,fresh,Guatemala,SPO,FOB,1 kg,USD,2.47,0.1,15/07/2010,Vegetables,
Green peas (any edible Pisum),Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Green peas (any edible Pisum),Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Green peas (any edible Pisum),Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Kale (any edible Brassica known as Kale),Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Kale (any edible Brassica known as Kale),Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Kale (any edible Brassica known as Kale),Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Kale (any edible Brassica known as Kale),Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Leave of African Nightshade,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,2/3/2015,Vegetables,
Leave of African Nightshade,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,2/3/2015,Vegetables,
Leave of cowpea,Conventional,Fresh,Africa,SPO,EXW,,,Commercial price,15% of the commercial price,5/12/2014,Vegetables,
Leave of cowpea,Organic,Fresh,Africa,SPO,EXW,,,Commercial price,15% of the commercial price,5/12/2014,Vegetables,
Leek,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Leek,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Leek,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Leek,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Lettuce,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Lettuce,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Lettuce,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Lettuce,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Mallow Leave of jute,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,2/3/2015,Vegetables,
Mallow Leave of jute,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,2/3/2015,Vegetables,
Onion,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Onion,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Onion,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Onion,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Palm heart,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Palm heart,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,4/3/2013,Vegetables,
Palm heart,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Palm heart,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,4/3/2013,Vegetables,
"Pepper, bell",Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
"Pepper, bell",Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
"Pepper, bell",Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
"Pepper, bell",Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Potato,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Potato,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Potato,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Potato,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Pulses,Conventional,,Worldwide,SPO,EXW,1 MT,USD,430,65,5/12/2008,Vegetables,
Pulses,Organic,,Worldwide,SPO,EXW,1 MT,USD,540,80,5/12/2008,Vegetables,
Pumpkin,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Pumpkin,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Pumpkin,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Pumpkin,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Radicchio,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Radicchio,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Radicchio,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Radicchio,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Radish,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Radish,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Radish,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Radish,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Shallot,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Shallot,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,2/6/2013,Vegetables,
Shallot,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Shallot,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,2/6/2013,Vegetables,
Slenderleaf,Conventional,Fresh,Africa,SPO,EXW,,,Commercial price,15% of the commercial price,5/12/2014,Vegetables,
Slenderleaf,Organic,Fresh,Africa,SPO,EXW,,,Commercial price,15% of the commercial price,5/12/2014,Vegetables,
Spider plant,Conventional,Fresh,Africa,SPO,EXW,,,Commercial price,15% of the commercial price,5/12/2014,Vegetables,
Spider plant,Organic,Fresh,Africa,SPO,EXW,,,Commercial price,15% of the commercial price,5/12/2014,Vegetables,
Spinach,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Spinach,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Spinach,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Spinach,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Squash,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Squash,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Squash,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Squash,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
Sweet Potato,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Sweet Potato,Conventional,,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Sweet Potato,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Sweet Potato,Organic,,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,5/5/2017,Vegetables,
Tomato,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Tomato,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,2/6/2013,Vegetables,
Tomato,Organic,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Tomato,Organic,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,2/6/2013,Vegetables,
Zucchini,Conventional,Fresh,Africa; Latin America and the Caribbean,HL,EXW,,,Commercial price,15% of the commercial price,5/12/2013,Vegetables,
Zucchini,Conventional,Fresh,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,3/7/2013,Vegetables,
